dt,posX,posY,posZ,velX,velY,velZ,accX,accY,accZ
32400.0,-269571676074.2709,-268488661289.61093,230867469.4443231,38653.73866266735,-37130.13182095045,-672.6424588310485,0.0,0.0,0.0
34200.0,-269502099344.6781,-268555495526.88864,229656713.0184272,38656.70128171469,-37126.867680103205,-672.6467249054554,0.0,0.0,0.0
36000.0,-269432517282.371,-268622323888.71283,228445948.91359738,38659.66340559766,-37123.60289252161,-672.6509652801902,0.0,0.0,0.0
37800.0,-269362929888.24094,-268689146373.91937,227235177.17609304,38662.625034170036,-37120.33745824816,-672.6551799525572,0.0,0.0,0.0
39600.0,-269293337163.17944,-268755962981.3442,226024397.85217842,38665.586167285575,-37117.071377325396,-672.6593689198604,0.0,0.0,0.0
41400.0,-269223739108.07834,-268822773709.8234,224813610.98812267,38668.54680479804,-37113.804649795864,-672.6635321794047,0.0,0.0,0.0
43200.0,-269154135723.8297,-268889578558.19302,223602816.63019973,38671.50694656117,-37110.53727570216,-672.667669728495,0.0,0.0,0.0
45000.0,-269084527011.3259,-268956377525.28928,222392014.82468843,38674.46659242868,-37107.26925508691,-672.6717815644366,0.0,0.0,0.0
46800.0,-269014912971.45953,-269023170609.94843,221181205.61787245,38677.4257422543,-37104.00058799276,-672.6758676845354,0.0,0.0,0.0
48600.0,-268945293605.12347,-269089957811.0068,219970389.0560403,38680.38439589173,-37100.731274462414,-672.6799280860976,0.0,0.0,0.0
50400.0,-268875668913.21088,-269156739127.30084,218759565.1854853,38683.342553194656,-37097.46131453858,-672.6839627664294,0.0,0.0,0.0
52200.0,-268806038896.6151,-269223514557.66702,217548734.05250573,38686.30021401677,-37094.19070826401,-672.6879717228379,0.0,0.0,0.0
54000.0,-268736403556.2299,-269290284100.9419,216337895.70340464,38689.25737821172,-37090.91945568149,-672.6919549526302,0.0,0.0,0.0
55800.0,-268666762892.9491,-269357047755.96213,215127050.1844899,38692.21404563317,-37087.647556833836,-672.6959124531139,0.0,0.0,0.0
57600.0,-268597116907.66696,-269423805521.56442,213916197.5420743,38695.17021613476,-37084.375011763885,-672.699844221597,0.0,0.0,0.0
59400.0,-268527465601.27792,-269490557396.5856,212705337.8224754,38698.12588957012,-37081.10182051452,-672.7037502553877,0.0,0.0,0.0
61200.0,-268457808974.6767,-269557303379.86252,211494471.0720157,38701.08106579287,-37077.827983128656,-672.7076305517948,0.0,0.0,0.0
63000.0,-268388147028.75827,-269624043470.23215,210283597.33702248,38704.035744656605,-37074.55349964923,-672.7114851081271,0.0,0.0,0.0
64800.0,-268318479764.41788,-269690777666.53152,209072716.66382787,38706.989926014925,-37071.27837011922,-672.7153139216942,0.0,0.0,0.0
66600.0,-268248807182.55106,-269757505967.59775,207861829.09876883,38709.94360972141,-37068.00259458162,-672.7191169898058,0.0,0.0,0.0
68400.0,-268179129284.05356,-269824228372.268,206650934.68818718,38712.89679562963,-37064.726173079485,-672.7228943097721,0.0,0.0,0.0
70200.0,-268109446069.8214,-269890944879.37955,205440033.4784296,38715.84948359314,-37061.449105655876,-672.7266458789035,0.0,0.0,0.0
72000.0,-268039757540.75095,-269957655487.7697,204229125.51584756,38718.80167346548,-37058.17139235389,-672.7303716945108,0.0,0.0,0.0
73800.0,-267970063697.7387,-270024360196.27594,203018210.84679744,38721.75336510019,-37054.893033216664,-672.7340717539055,0.0,0.0,0.0
75600.0,-267900364541.68152,-270091059003.73572,201807289.5176404,38724.70455835077,-37051.61402828736,-672.7377460543989,0.0,0.0,0.0
77400.0,-267830660073.4765,-270157751908.98663,200596361.5747425,38727.65525307074,-37048.33437760918,-672.7413945933033,0.0,0.0,0.0
79200.0,-267760950294.02097,-270224438910.86633,199385427.06447455,38730.605449113595,-37045.05408122535,-672.7450173679308,0.0,0.0,0.0
81000.0,-267691235204.21255,-270291120008.21252,198174486.03321227,38733.555146332816,-37041.77313917914,-672.7486143755942,0.0,0.0,0.0
82800.0,-267621514804.94916,-270357795199.86304,196963538.5273362,38736.504344581874,-37038.49155151383,-672.7521856136066,0.0,0.0,0.0
84600.0,-267551789097.1289,-270424464484.65576,195752584.5932317,38739.453043714224,-37035.20931827275,-672.7557310792814,0.0,0.0,0.0
86400.0,-267482058081.6502,-270491127861.42865,194541624.277289,38742.401243583314,-37031.92643949925,-672.7592507699325,0.0,0.0,0.0
